I|1|1|17,2
I|1|6|0,19
I|1|4|17,0
I|1|-1|13,2
I|1|1|0,15
I|1|-4|13,0
I|1|5|0,0
C|1|-4|29,9
C|1|4|28,10
C|1|-6|27,11
C|1|-2|26,12
C|1|-6|25,13
C|1|5|24,14
C|1|-4|23,15
C|1|-5|22,16
C|1|4|21,17
C|1|1|20,18
C|1|2|19,19
C|1|-4|18,20
C|1|-2|17,21
C|1|-5|16,22
C|1|3|15,23
C|1|4|14,24
C|1|1|13,25
C|1|-4|12,26
C|1|-1|10,28
C|1|6|9,29
C|1|-1|8,30
C|1|2|6,32
C|1|5|30,7
C|1|-1|29,8
C|1|1|28,9
C|1|-4|27,10
C|1|1|26,11
C|1|-3|25,12
C|1|3|24,13
C|1|-5|23,14
C|1|-2|22,15
C|1|-2|21,16
C|1|6|20,17
C|1|-2|19,18
C|1|5|18,19
C|1|4|17,20
C|1|-2|15,22
C|1|-1|14,23
C|1|-3|13,24
C|1|-5|12,25
C|1|3|11,26
C|1|4|10,27
C|1|-3|9,28
C|1|2|8,29
C|1|-6|7,30
C|1|5|6,31
C|1|2|30,6
C|1|-6|29,7
C|1|3|28,8
C|1|-6|27,9
C|1|6|26,10
C|1|2|25,11
C|1|4|23,13
C|1|6|22,14
C|1|-5|21,15
C|1|-5|20,16
C|1|3|19,17
C|1|-6|18,18
C|1|4|17,19
C|1|-6|16,20
C|1|-3|15,21
C|1|-2|14,22
C|1|-3|13,23
C|1|2|12,24
C|1|4|11,25
C|1|4|10,26
C|1|-5|8,28
C|1|-5|5,31
C|1|1|4,32
C|1|-1|30,5
C|1|-6|29,6
C|1|4|28,7
C|1|-3|27,8
C|1|3|26,9
C|1|-5|25,10
C|1|2|24,11
C|1|-5|23,12
C|1|-5|22,13
C|1|3|21,14
C|1|4|20,15
C|1|4|19,16
C|1|-3|18,17
C|1|-2|17,18
C|1|6|16,19
C|1|5|15,20
C|1|1|14,21
C|1|3|13,22
C|1|-6|12,23
C|1|2|11,24
C|1|3|10,25
C|1|-5|9,26
C|1|-4|8,27
C|1|1|6,29
C|1|6|5,30
C|1|-4|4,31
C|1|-3|30,4
C|1|4|29,5
C|1|-1|28,6
C|1|-1|27,7
C|1|-3|26,8
C|1|4|25,9
C|1|2|24,10
C|1|-2|23,11
C|1|5|22,12
C|1|-2|21,13
C|1|2|20,14
C|1|-6|19,15
C|1|3|18,16
C|1|1|17,17
C|1|-5|16,18
C|1|3|15,19
C|1|-6|14,20
C|1|6|13,21
C|1|-1|12,22
C|1|2|10,24
C|1|2|9,25
C|1|3|8,26
C|1|-5|7,27
C|1|1|5,29
C|1|5|4,30
C|1|-2|2,32
C|1|-2|30,3
C|1|-2|29,4
C|1|5|28,5
C|1|-6|27,6
C|1|3|26,7
C|1|5|25,8
C|1|1|24,9
C|1|-4|23,10
C|1|-4|22,11
C|1|-6|21,12
C|1|-4|20,13
C|1|-3|19,14
C|1|-4|18,15
C|1|-6|17,16
C|1|-2|16,17
C|1|-5|15,18
C|1|6|13,20
C|1|4|12,21
C|1|-4|11,22
C|1|1|10,23
C|1|-4|9,24
C|1|3|8,25
C|1|-6|7,26
C|1|-4|6,27
C|1|5|5,28
C|1|4|4,29
C|1|6|3,30
C|1|-5|2,31
C|1|-6|30,2
C|1|5|29,3
C|1|-1|28,4
C|1|5|27,5
C|1|6|26,6
C|1|2|25,7
C|1|-2|24,8
C|1|3|23,9
C|1|-1|22,10
C|1|4|21,11
C|1|4|20,12
C|1|-5|19,13
C|1|-1|18,14
C|1|2|17,15
C|1|-3|16,16
C|1|-6|15,17
C|1|3|14,18
C|1|-6|13,19
C|1|1|12,20
C|1|-1|11,21
C|1|-3|10,22
C|1|-3|9,23
C|1|-1|8,24
C|1|-5|7,25
C|1|-3|6,26
C|1|-6|5,27
C|1|-2|3,29
C|1|3|2,30
C|1|5|1,31
C|1|-1|0,32
C|1|3|30,1
C|1|5|29,2
C|1|-4|27,4
C|1|-5|26,5
C|1|-2|25,6
C|1|1|24,7
C|1|-1|23,8
C|1|6|22,9
C|1|1|21,10
C|1|-1|20,11
C|1|-2|19,12
C|1|4|18,13
C|1|-5|17,14
C|1|-1|16,15
C|1|2|15,16
C|1|6|14,17
C|1|6|13,18
C|1|5|12,19
C|1|-3|11,20
C|1|-3|10,21
C|1|6|9,22
C|1|6|8,23
C|1|-2|7,24
C|1|-1|5,26
C|1|-3|4,27
C|1|5|3,28
C|1|-6|1,30
C|1|4|0,31
C|1|-4|30,0
C|1|-2|29,1
C|1|3|28,2
C|1|-2|27,3
C|1|5|26,4
C|1|-1|25,5
C|1|6|24,6
C|1|-4|23,7
C|1|-6|22,8
C|1|6|21,9
C|1|-4|20,10
C|1|-2|19,11
C|1|6|18,12
C|1|-1|17,13
C|1|-4|16,14
C|1|2|15,15
C|1|-4|14,16
C|1|-1|13,17
C|1|-2|12,18
C|1|-6|11,19
C|1|-3|10,20
C|1|4|9,21
C|1|3|7,23
C|1|-5|6,24
C|1|2|5,25
C|1|-5|4,26
C|1|5|3,27
C|1|6|1,29
C|1|2|0,30
C|1|2|29,0
C|1|4|28,1
C|1|-6|27,2
C|1|-4|26,3
C|1|-2|25,4
C|1|6|24,5
C|1|-6|23,6
C|1|-5|22,7
C|1|-6|21,8
C|1|6|20,9
C|1|3|19,10
C|1|-2|16,13
C|1|5|15,14
C|1|6|14,15
C|1|-3|13,16
C|1|-2|12,17
C|1|4|11,18
C|1|-1|10,19
C|1|2|9,20
C|1|-5|8,21
C|1|3|6,23
C|1|-1|5,24
C|1|-2|4,25
C|1|4|3,26
C|1|-1|2,27
C|1|6|1,28
C|1|-4|0,29
C|1|-5|28,0
C|1|-5|27,1
C|1|6|26,2
C|1|-4|25,3
C|1|1|24,4
C|1|1|23,5
C|1|-2|22,6
C|1|2|21,7
C|1|6|20,8
C|1|3|19,9
C|1|-5|18,10
C|1|1|17,11
C|1|-5|16,12
C|1|5|15,13
C|1|-3|14,14
C|1|1|13,15
C|1|5|12,16
C|1|2|11,17
C|1|2|10,18
C|1|3|9,19
C|1|-2|8,20
C|1|-2|7,21
C|1|-6|5,23
C|1|-1|4,24
C|1|5|3,25
C|1|1|2,26
C|1|-1|1,27
C|1|-4|0,28
C|1|-5|27,0
C|1|1|26,1
C|1|2|25,2
C|1|6|24,3
C|1|4|23,4
C|1|-4|22,5
C|1|-4|21,6
C|1|-6|20,7
C|1|-5|19,8
C|1|6|18,9
C|1|2|16,11
C|1|2|15,12
C|1|-5|14,13
C|1|5|13,14
C|1|1|12,15
C|1|-1|11,16
C|1|4|10,17
C|1|2|9,18
C|1|6|8,19
C|1|5|7,20
C|1|-3|6,21
C|1|6|5,22
C|1|3|4,23
C|1|1|3,24
C|1|-1|2,25
C|1|4|1,26
C|1|-6|0,27
