I|1|5|16,3
I|1|11|0,19
I|1|-9|16,0
I|1|15|11,3
I|1|-2|0,14
I|1|4|11,0
I|1|-3|0,0
C|1|-5|25,14
C|1|9|24,15
C|1|4|23,16
C|1|-10|22,17
C|1|9|21,18
C|1|2|20,19
C|1|12|19,20
C|1|-10|18,21
C|1|1|17,22
C|1|-7|16,23
C|1|13|15,24
C|1|11|14,25
C|1|8|13,26
C|1|6|12,27
C|1|-7|11,28
C|1|-15|10,29
C|1|-7|9,30
C|1|-6|27,11
C|1|-4|26,12
C|1|7|25,13
C|1|10|24,14
C|1|2|23,15
C|1|-2|22,16
C|1|-12|21,17
C|1|8|20,18
C|1|-11|19,19
C|1|-10|18,20
C|1|9|17,21
C|1|15|16,22
C|1|14|15,23
C|1|-2|14,24
C|1|3|13,25
C|1|-1|12,26
C|1|-11|11,27
C|1|-12|10,28
C|1|-8|9,29
C|1|-4|8,30
C|1|-9|7,31
C|1|-14|27,10
C|1|1|26,11
C|1|-2|25,12
C|1|-14|24,13
C|1|1|23,14
C|1|7|22,15
C|1|9|21,16
C|1|-15|20,17
C|1|-10|19,18
C|1|11|18,19
C|1|-2|17,20
C|1|-11|16,21
C|1|-5|15,22
C|1|5|14,23
C|1|3|13,24
C|1|-8|12,25
C|1|13|11,26
C|1|-1|10,27
C|1|6|9,28
C|1|-15|8,29
C|1|-6|7,30
C|1|-9|6,31
C|1|-10|27,9
C|1|-14|26,10
C|1|12|25,11
C|1|-1|24,12
C|1|-4|23,13
C|1|15|22,14
C|1|4|21,15
C|1|-10|20,16
C|1|9|19,17
C|1|9|18,18
C|1|10|17,19
C|1|-11|16,20
C|1|3|15,21
C|1|7|14,22
C|1|-7|13,23
C|1|15|12,24
C|1|-11|11,25
C|1|-11|10,26
C|1|3|9,27
C|1|3|8,28
C|1|11|7,29
C|1|-1|6,30
C|1|-14|5,31
C|1|-2|27,8
C|1|8|26,9
C|1|-2|25,10
C|1|13|24,11
C|1|9|23,12
C|1|-5|22,13
C|1|6|21,14
C|1|-7|20,15
C|1|8|19,16
C|1|4|18,17
C|1|14|17,18
C|1|-3|16,19
C|1|5|15,20
C|1|-4|14,21
C|1|3|13,22
C|1|4|12,23
C|1|-14|11,24
C|1|6|10,25
C|1|-3|8,27
C|1|12|7,28
C|1|4|6,29
C|1|-10|5,30
C|1|5|27,7
C|1|1|26,8
C|1|4|25,9
C|1|11|24,10
C|1|13|23,11
C|1|13|22,12
C|1|-11|21,13
C|1|-9|20,14
C|1|14|19,15
C|1|-13|18,16
C|1|7|17,17
C|1|11|16,18
C|1|10|15,19
C|1|-13|14,20
C|1|3|13,21
C|1|-5|12,22
C|1|-13|11,23
C|1|-5|10,24
C|1|4|9,25
C|1|-10|7,27
C|1|15|6,28
C|1|7|5,29
C|1|10|4,30
C|1|9|27,6
C|1|-13|26,7
C|1|-5|25,8
C|1|11|24,9
C|1|-6|23,10
C|1|-6|22,11
C|1|10|21,12
C|1|7|20,13
C|1|-12|19,14
C|1|-9|18,15
C|1|9|17,16
C|1|1|16,17
C|1|5|15,18
C|1|-11|14,19
C|1|15|13,20
C|1|15|12,21
C|1|-14|11,22
C|1|-8|10,23
C|1|15|9,24
C|1|12|8,25
C|1|3|7,26
C|1|-7|6,27
C|1|-7|5,28
C|1|7|4,29
C|1|-12|3,30
C|1|4|2,31
C|1|-10|27,5
C|1|5|26,6
C|1|11|25,7
C|1|-9|24,8
C|1|-3|23,9
C|1|-13|22,10
C|1|-4|21,11
C|1|-3|20,12
C|1|-12|19,13
C|1|14|18,14
C|1|-7|17,15
C|1|-2|16,16
C|1|3|15,17
C|1|-4|14,18
C|1|-8|13,19
C|1|-12|12,20
C|1|8|11,21
C|1|14|10,22
C|1|9|9,23
C|1|-3|8,24
C|1|13|7,25
C|1|13|6,26
C|1|2|5,27
C|1|5|4,28
C|1|-14|3,29
C|1|13|2,30
C|1|4|1,31
C|1|5|27,4
C|1|-5|26,5
C|1|5|25,6
C|1|11|24,7
C|1|-5|23,8
C|1|-11|22,9
C|1|-9|21,10
C|1|3|20,11
C|1|-2|19,12
C|1|-6|18,13
C|1|-14|17,14
C|1|6|16,15
C|1|5|15,16
C|1|-9|14,17
C|1|-5|13,18
C|1|5|12,19
C|1|-6|11,20
C|1|-13|10,21
C|1|1|9,22
C|1|-6|8,23
C|1|2|7,24
C|1|12|6,25
C|1|-10|5,26
C|1|11|4,27
C|1|6|3,28
C|1|2|2,29
C|1|-3|1,30
C|1|-11|0,31
C|1|1|27,3
C|1|-4|26,4
C|1|7|25,5
C|1|-15|24,6
C|1|2|23,7
C|1|-6|22,8
C|1|8|21,9
C|1|10|20,10
C|1|5|19,11
C|1|-1|18,12
C|1|8|17,13
C|1|11|16,14
C|1|10|15,15
C|1|-12|14,16
C|1|-1|13,17
C|1|-8|12,18
C|1|-5|11,19
C|1|-5|10,20
C|1|-6|9,21
C|1|-10|8,22
C|1|4|7,23
C|1|-11|6,24
C|1|-13|5,25
C|1|-8|4,26
C|1|11|3,27
C|1|5|2,28
C|1|12|1,29
C|1|1|0,30
C|1|13|27,2
C|1|15|26,3
C|1|7|25,4
C|1|6|24,5
C|1|-8|23,6
C|1|5|22,7
C|1|4|21,8
C|1|-15|20,9
C|1|7|19,10
C|1|4|18,11
C|1|10|17,12
C|1|9|16,13
C|1|15|15,14
C|1|2|14,15
C|1|-1|13,16
C|1|-3|12,17
C|1|-13|11,18
C|1|-11|10,19
C|1|5|9,20
C|1|8|8,21
C|1|6|7,22
C|1|3|6,23
C|1|-11|5,24
C|1|11|4,25
C|1|13|3,26
C|1|-2|2,27
C|1|15|1,28
C|1|1|0,29
C|1|-3|27,1
C|1|-8|26,2
C|1|-7|25,3
C|1|9|24,4
C|1|3|23,5
C|1|-8|22,6
C|1|-5|21,7
C|1|15|20,8
C|1|-5|19,9
C|1|-4|18,10
C|1|13|16,12
C|1|-14|15,13
C|1|12|14,14
C|1|-7|13,15
C|1|14|12,16
C|1|-10|11,17
C|1|3|10,18
C|1|2|9,19
C|1|14|8,20
C|1|-6|7,21
C|1|-10|6,22
C|1|-14|5,23
C|1|15|4,24
C|1|8|3,25
C|1|1|2,26
C|1|-8|1,27
C|1|2|0,28
C|1|-7|27,0
C|1|5|26,1
C|1|-5|25,2
C|1|-4|24,3
C|1|12|23,4
C|1|-5|22,5
C|1|-4|21,6
C|1|14|20,7
C|1|10|19,8
C|1|10|17,10
C|1|-10|16,11
C|1|14|15,12
C|1|-11|14,13
C|1|12|13,14
C|1|-6|12,15
C|1|9|11,16
C|1|10|10,17
C|1|-5|9,18
C|1|9|8,19
C|1|8|7,20
C|1|15|6,21
C|1|-7|5,22
C|1|1|4,23
C|1|7|3,24
C|1|3|2,25
C|1|-13|1,26
C|1|10|0,27
C|1|6|26,0
C|1|10|25,1
C|1|-6|23,3
C|1|-13|22,4
C|1|13|21,5
C|1|-14|20,6
C|1|-9|19,7
C|1|-14|18,8
C|1|15|17,9
C|1|8|16,10
C|1|-2|15,11
C|1|-9|14,12
C|1|-8|13,13
C|1|6|12,14
C|1|3|11,15
C|1|15|10,16
C|1|-12|9,17
C|1|14|8,18
C|1|-7|7,19
C|1|5|6,20
C|1|12|5,21
C|1|-2|4,22
C|1|-11|3,23
C|1|7|2,24
C|1|-8|1,25
C|1|11|0,26
C|1|-3|25,0
C|1|-4|24,1
C|1|-9|23,2
C|1|-1|22,3
C|1|-13|21,4
C|1|13|20,5
C|1|-9|19,6
C|1|7|18,7
C|1|-14|17,8
C|1|-5|16,9
C|1|11|15,10
C|1|15|14,11
C|1|11|13,12
C|1|7|12,13
C|1|15|11,14
C|1|-4|10,15
C|1|10|9,16
C|1|4|8,17
C|1|-9|7,18
C|1|13|6,19
C|1|-5|5,20
C|1|6|4,21
C|1|4|3,22
C|1|9|2,23
C|1|13|1,24
C|1|10|0,25
C|1|6|24,0
C|1|-15|23,1
C|1|3|22,2
C|1|5|21,3
C|1|-1|20,4
C|1|-15|19,5
C|1|2|18,6
C|1|-2|17,7
C|1|6|16,8
C|1|12|15,9
C|1|-10|14,10
C|1|-6|13,11
C|1|-9|11,13
C|1|-5|10,14
C|1|10|9,15
C|1|-15|8,16
C|1|5|7,17
C|1|15|6,18
C|1|2|5,19
C|1|-1|4,20
C|1|-4|3,21
C|1|15|2,22
C|1|14|1,23
C|1|-2|0,24
C|1|11|23,0
C|1|14|22,1
C|1|14|21,2
C|1|-9|20,3
C|1|12|19,4
C|1|-15|18,5
C|1|12|17,6
C|1|2|16,7
C|1|3|15,8
C|1|1|14,9
C|1|7|13,10
C|1|-5|11,12
C|1|-14|9,14
C|1|7|8,15
C|1|9|7,16
C|1|8|6,17
C|1|-8|5,18
C|1|-3|4,19
C|1|-1|3,20
C|1|13|2,21
